gamma, StableEquil_1, StableEquil_2, UnstableEquil_1, UnstableEquil_2
0.443, 0.000000, 3.147876, 0.006283, -1
0.444, 0.000000, 3.147876, 0.006283, -1
0.445, 0.000000, 3.147876, 0.006283, -1
0.446, 0.000000, 3.147876, 0.006283, -1
0.447, 0.000000, 3.147876, 0.006283, -1
0.448, 0.000000, 3.147876, 0.006283, -1
0.449, 0.000000, 3.147876, 0.006283, -1
0.450, 0.000000, 3.147876, 0.006283, -1
0.451, 0.000000, 3.147876, 0.006283, -1
0.452, 0.000000, 3.147876, 0.006283, -1
0.453, 0.000000, 3.147876, 0.006283, -1
0.454, 0.000000, 3.147876, 0.006283, -1
0.455, 0.000000, 3.147876, 0.006283, -1
0.456, 0.000000, 3.147876, 0.006283, -1
0.457, 0.000000, 3.147876, 0.006283, -1
0.458, 0.000000, 3.147876, 0.006283, -1
0.459, 0.000000, 3.147876, 0.006283, -1
0.460, 0.000000, 3.147876, 0.006283, -1
0.461, 0.000000, 3.147876, 0.006283, -1
0.462, 0.000000, 3.147876, 0.006283, -1
0.463, 0.000000, 3.147876, 0.006283, -1
0.464, 0.000000, 3.147876, 0.006283, -1
0.465, 0.000000, 3.147876, 0.006283, -1
0.466, 0.000000, 3.147876, 0.006283, -1
0.467, 0.000000, 3.147876, 0.006283, -1
0.468, 0.000000, 3.147876, 0.006283, -1
0.469, 0.000000, 3.147876, 0.006283, -1
0.470, 0.000000, 3.147876, 0.006283, -1
0.471, 0.000000, 3.147876, 0.006283, -1
0.472, 0.000000, 3.147876, 0.006283, -1
0.473, 0.000000, 3.147876, 0.006283, -1
0.474, 0.000000, 3.147876, 0.006283, -1
0.475, 0.000000, 3.147876, 0.006283, -1
0.476, 0.000000, 3.147876, 0.006283, -1
0.477, 0.000000, 3.147876, 0.006283, -1
0.478, 0.000000, 3.147876, 0.006283, -1
0.479, 0.000000, 3.147876, 0.006283, -1
0.480, 0.000000, 3.147876, 0.006283, -1
0.481, 0.000000, 3.147876, 0.006283, -1
0.482, 0.000000, 3.147876, 0.006283, -1
0.483, 0.000000, 3.147876, 0.006283, -1
0.484, 0.000000, 3.147876, 0.006283, -1
0.485, 0.000000, 3.147876, 0.006283, -1
0.486, 0.000000, 3.147876, 0.006283, -1
0.487, 0.000000, 3.147876, 0.006283, -1
0.488, 0.000000, 3.147876, 0.006283, -1
0.489, 0.000000, 3.147876, 0.006283, -1
0.490, 0.000000, 3.147876, 0.006283, -1
0.491, 0.000000, 3.147876, 0.006283, -1
0.492, 0.000000, 3.147876, 0.006283, -1
0.493, 0.000000, 3.147876, 0.006283, -1
0.494, 0.000000, 3.147876, 0.006283, -1
0.495, 0.000000, 3.147876, 0.006283, -1
0.496, 0.000000, 3.147876, 0.006283, -1
0.497, 0.000000, 3.147876, 0.006283, -1
0.498, 0.000000, 3.147876, 0.006283, -1
0.499, 0.000000, 3.147876, 0.006283, -1
0.500, 0.000000, 3.147876, 0.006283, -1
0.501, 0.000000, 3.147876, 0.069115, 6.220353
0.502, 0.000000, 3.147876, 0.094248, 6.195221
0.503, 0.000000, 3.147876, 0.113097, 6.176371
0.504, 0.000000, 3.147876, 0.131947, 6.157522
0.505, 0.000000, 3.147876, 0.144513, 6.144955
0.506, 0.000000, 3.147876, 0.157080, 6.132389
0.507, 0.000000, 3.147876, 0.169646, 6.119822
0.508, 0.000000, 3.147876, 0.182212, 6.107256
0.509, 0.000000, 3.147876, 0.188496, 6.100973
0.510, 0.000000, 3.147876, 0.201062, 6.088407
0.511, 0.000000, 3.147876, 0.213628, 6.075840
0.512, 0.000000, 3.147876, 0.219911, 6.069557
0.513, 0.000000, 3.147876, 0.226195, 6.063274
0.514, 0.000000, 3.147876, 0.238761, 6.050707
0.515, 0.000000, 3.147876, 0.245044, 6.044424
0.516, 0.000000, 3.147876, 0.251327, 6.038141
0.517, 0.000000, 3.147876, 0.257611, 6.031858
0.518, 0.000000, 3.147876, 0.270177, 6.019292
0.519, 0.000000, 3.147876, 0.276460, 6.013008
0.520, 0.000000, 3.147876, 0.282743, 6.006725
0.521, 0.000000, 3.147876, 0.289027, 6.000442
0.522, 0.000000, 3.147876, 0.295310, 5.994159
0.523, 0.000000, 3.147876, 0.301593, 5.987876
0.524, 0.000000, 3.147876, 0.307876, 5.981592
0.525, 0.000000, 3.147876, 0.314159, 5.975309
0.526, 0.000000, 3.147876, 0.320442, 5.969026
0.527, 0.000000, 3.147876, 0.326726, 5.962743
0.528, 0.000000, 3.147876, 0.333009, 5.956460
0.529, 0.000000, 3.147876, 0.333009, 5.956460
0.530, 0.000000, 3.147876, 0.339292, 5.950176
0.531, 0.000000, 3.147876, 0.345575, 5.943893
0.532, 0.000000, 3.147876, 0.351858, 5.937610
0.533, 0.000000, 3.147876, 0.358142, 5.931327
0.534, 0.000000, 3.147876, 0.364425, 5.925044
0.535, 0.000000, 3.147876, 0.364425, 5.925044
0.536, 0.000000, 3.147876, 0.370708, 5.918761
0.537, 0.000000, 3.147876, 0.376991, 5.912477
0.538, 0.000000, 3.147876, 0.383274, 5.906194
0.539, 0.000000, 3.147876, 0.383274, 5.906194
0.540, 0.000000, 3.147876, 0.389557, 5.899911
0.541, 0.000000, 3.147876, 0.395841, 5.893628
0.542, 0.000000, 3.147876, 0.402124, 5.887345
0.543, 0.000000, 3.147876, 0.402124, 5.887345
0.544, 0.000000, 3.147876, 0.408407, 5.881061
0.545, 0.000000, 3.147876, 0.414690, 5.874778
0.546, 0.000000, 3.147876, 0.414690, 5.874778
0.547, 0.000000, 3.147876, 0.420973, 5.868495
0.548, 0.000000, 3.147876, 0.427257, 5.862212
0.549, 0.000000, 3.147876, 0.427257, 5.862212
0.550, 0.000000, 3.147876, 0.433540, 5.855929
0.551, 0.000000, 3.147876, 0.439823, 5.849646
0.552, 0.000000, 3.147876, 0.439823, 5.849646
0.553, 0.000000, 3.147876, 0.446106, 5.843362
0.554, 0.000000, 3.147876, 0.446106, 5.843362
0.555, 0.000000, 3.147876, 0.452389, 5.837079
0.556, 0.000000, 3.147876, 0.458673, 5.830796
0.557, 0.000000, 3.147876, 0.458673, 5.830796
0.558, 0.000000, 3.147876, 0.464956, 5.824513
0.559, 0.000000, 3.147876, 0.464956, 5.824513
0.560, 0.000000, 3.147876, 0.471239, 5.818230
0.561, 0.000000, 3.147876, 0.471239, 5.818230
0.562, 0.000000, 3.147876, 0.477522, 5.811946
0.563, 0.000000, 3.147876, 0.483805, 5.805663
0.564, 0.000000, 3.147876, 0.483805, 5.805663
0.565, 0.000000, 3.147876, 0.490088, 5.799380
0.566, 0.000000, 3.147876, 0.490088, 5.799380
0.567, 0.000000, 3.147876, 0.496372, 5.793097
0.568, 0.000000, 3.147876, 0.496372, 5.793097
0.569, 0.000000, 3.147876, 0.502655, 5.786814
0.570, 0.000000, 3.147876, 0.502655, 5.786814
0.571, 0.000000, 3.147876, 0.508938, 5.780530
0.572, 0.000000, 3.147876, 0.508938, 5.780530
0.573, 0.000000, 3.147876, 0.515221, 5.774247
0.574, 0.000000, 3.147876, 0.515221, 5.774247
0.575, 0.000000, 3.147876, 0.521504, 5.767964
0.576, 0.000000, 3.147876, 0.521504, 5.767964
0.577, 0.000000, 3.147876, 0.527788, 5.761681
0.578, 0.000000, 3.147876, 0.527788, 5.761681
0.579, 0.000000, 3.147876, 0.534071, 5.755398
0.580, 0.000000, 3.147876, 0.534071, 5.755398
0.581, 0.000000, 3.147876, 0.540354, 5.749115
0.582, 0.000000, 3.147876, 0.540354, 5.749115
0.583, 0.000000, 3.147876, 0.540354, 5.749115
0.584, 0.000000, 3.147876, 0.546637, 5.742831
0.585, 0.000000, 3.147876, 0.546637, 5.742831
0.586, 0.000000, 3.147876, 0.552920, 5.736548
0.587, 0.000000, 3.147876, 0.552920, 5.736548
0.588, 0.000000, 3.147876, 0.559203, 5.730265
0.589, 0.000000, 3.147876, 0.559203, 5.730265
0.590, 0.000000, 3.147876, 0.565487, 5.723982
0.591, 0.000000, 3.147876, 0.565487, 5.723982
0.592, 0.000000, 3.147876, 0.565487, 5.723982
0.593, 0.000000, 3.147876, 0.571770, 5.717699
0.594, 0.000000, 3.147876, 0.571770, 5.717699
0.595, 0.000000, 3.147876, 0.578053, 5.711415
0.596, 0.000000, 3.147876, 0.578053, 5.711415
0.597, 0.000000, 3.147876, 0.584336, 5.705132
0.598, 0.000000, 3.147876, 0.584336, 5.705132
0.599, 0.000000, 3.147876, 0.584336, 5.705132
0.600, 0.000000, 3.147876, 0.590619, 5.698849
0.601, 0.000000, 3.147876, 0.590619, 5.698849
0.602, 0.000000, 3.147876, 0.596903, 5.692566
0.603, 0.000000, 3.147876, 0.596903, 5.692566
0.604, 0.000000, 3.147876, 0.596903, 5.692566
0.605, 0.000000, 3.147876, 0.603186, 5.686283
0.606, 0.000000, 3.147876, 0.603186, 5.686283
0.607, 0.000000, 3.147876, 0.603186, 5.686283
0.608, 0.000000, 3.147876, 0.609469, 5.680000
0.609, 0.000000, 3.147876, 0.609469, 5.680000
0.610, 0.000000, 3.147876, 0.615752, 5.673716
0.611, 0.000000, 3.147876, 0.615752, 5.673716
0.612, 0.000000, 3.147876, 0.615752, 5.673716
0.613, 0.000000, 3.147876, 0.622035, 5.667433
0.614, 0.000000, 3.147876, 0.622035, 5.667433
0.615, 0.000000, 3.147876, 0.622035, 5.667433
0.616, 0.000000, 3.147876, 0.628319, 5.661150
0.617, 0.000000, 3.147876, 0.628319, 5.661150
0.618, 0.000000, 3.147876, 0.628319, 5.661150
0.619, 0.000000, 3.147876, 0.634602, 5.654867
0.620, 0.000000, 3.147876, 0.634602, 5.654867
0.621, 0.000000, 3.147876, 0.640885, 5.648584
0.622, 0.000000, 3.147876, 0.640885, 5.648584
0.623, 0.000000, 3.147876, 0.640885, 5.648584
0.624, 0.000000, 3.147876, 0.647168, 5.642300
0.625, 0.000000, 3.147876, 0.647168, 5.642300
0.626, 0.000000, 3.147876, 0.647168, 5.642300
0.627, 0.000000, 3.147876, 0.653451, 5.636017
0.628, 0.000000, 3.147876, 0.653451, 5.636017
0.629, 0.000000, 3.147876, 0.653451, 5.636017
0.630, 0.000000, 3.147876, 0.659734, 5.629734
0.631, 0.000000, 3.147876, 0.659734, 5.629734
0.632, 0.000000, 3.147876, 0.659734, 5.629734
0.633, 0.000000, 3.147876, 0.666018, 5.623451
0.634, 0.000000, 3.147876, 0.666018, 5.623451
0.635, 0.000000, 3.147876, 0.666018, 5.623451
0.636, 0.000000, 3.147876, 0.672301, 5.617168
0.637, 0.000000, 3.147876, 0.672301, 5.617168
0.638, 0.000000, 3.147876, 0.672301, 5.617168
0.639, 0.000000, 3.147876, 0.672301, 5.617168
0.640, 0.000000, 3.147876, 0.678584, 5.610884
0.641, 0.000000, 3.147876, 0.678584, 5.610884
0.642, 0.000000, 3.147876, 0.678584, 5.610884
0.643, 0.000000, 3.147876, 0.684867, 5.604601
0.644, 0.000000, 3.147876, 0.684867, 5.604601
0.645, 0.000000, 3.147876, 0.684867, 5.604601
0.646, 0.000000, 3.147876, 0.691150, 5.598318
0.647, 0.000000, 3.147876, 0.691150, 5.598318
0.648, 0.000000, 3.147876, 0.691150, 5.598318
0.649, 0.000000, 3.147876, 0.697434, 5.592035
0.650, 0.000000, 3.147876, 0.697434, 5.592035
0.651, 0.000000, 3.147876, 0.697434, 5.592035
0.652, 0.000000, 3.147876, 0.697434, 5.592035
0.653, 0.000000, 3.147876, 0.703717, 5.585752
0.654, 0.000000, 3.147876, 0.703717, 5.585752
0.655, 0.000000, 3.147876, 0.703717, 5.585752
0.656, 0.000000, 3.147876, 0.710000, 5.579469
0.657, 0.000000, 3.147876, 0.710000, 5.579469
0.658, 0.000000, 3.147876, 0.710000, 5.579469
0.659, 0.000000, 3.147876, 0.710000, 5.579469
0.660, 0.000000, 3.147876, 0.716283, 5.573185
0.661, 0.000000, 3.147876, 0.716283, 5.573185
0.662, 0.000000, 3.147876, 0.716283, 5.573185
0.663, 0.000000, 3.147876, 0.722566, 5.566902
0.664, 0.000000, 3.147876, 0.722566, 5.566902
0.665, 0.000000, 3.147876, 0.722566, 5.566902
0.666, 0.000000, 3.147876, 0.722566, 5.566902
0.667, 0.000000, 3.147876, 0.728849, 5.560619
0.668, 0.000000, 3.147876, 0.728849, 5.560619
0.669, 0.000000, 3.147876, 0.728849, 5.560619
0.670, 0.000000, 3.147876, 0.728849, 5.560619
0.671, 0.000000, 3.147876, 0.735133, 5.554336
0.672, 0.000000, 3.147876, 0.735133, 5.554336
0.673, 0.000000, 3.147876, 0.735133, 5.554336
0.674, 0.000000, 3.147876, 0.735133, 5.554336
0.675, 0.000000, 3.147876, 0.741416, 5.548053
0.676, 0.000000, 3.147876, 0.741416, 5.548053
0.677, 0.000000, 3.147876, 0.741416, 5.548053
0.678, 0.000000, 3.147876, 0.747699, 5.541769
0.679, 0.000000, 3.147876, 0.747699, 5.541769
0.680, 0.000000, 3.147876, 0.747699, 5.541769
0.681, 0.000000, 3.147876, 0.747699, 5.541769
0.682, 0.000000, 3.147876, 0.753982, 5.535486
0.683, 0.000000, 3.147876, 0.753982, 5.535486
0.684, 0.000000, 3.147876, 0.753982, 5.535486
0.685, 0.000000, 3.147876, 0.753982, 5.535486
0.686, 0.000000, 3.147876, 0.760265, 5.529203
0.687, 0.000000, 3.147876, 0.760265, 5.529203
0.688, 0.000000, 3.147876, 0.760265, 5.529203
0.689, 0.000000, 3.147876, 0.760265, 5.529203
0.690, 0.000000, 3.147876, 0.766549, 5.522920
0.691, 0.000000, 3.147876, 0.766549, 5.522920
0.692, 0.000000, 3.147876, 0.766549, 5.522920
0.693, 0.000000, 3.147876, 0.766549, 5.522920
0.694, 0.000000, 3.147876, 0.766549, 5.522920
0.695, 0.000000, 3.147876, 0.772832, 5.516637
0.696, 0.000000, 3.147876, 0.772832, 5.516637
0.697, 0.000000, 3.147876, 0.772832, 5.516637
0.698, 0.000000, 3.147876, 0.772832, 5.516637
0.699, 0.000000, 3.147876, 0.779115, 5.510354
0.700, 0.000000, 3.147876, 0.779115, 5.510354
0.701, 0.000000, 3.147876, 0.779115, 5.510354
0.702, 0.000000, 3.147876, 0.779115, 5.510354
0.703, 0.000000, 3.147876, 0.785398, 5.504070
0.704, 0.000000, 3.147876, 0.785398, 5.504070
0.705, 0.000000, 3.147876, 0.785398, 5.504070
0.706, 0.000000, 3.147876, 0.785398, 5.504070
0.707, 0.000000, 3.147876, 0.785398, 5.504070
0.708, 0.000000, 3.147876, 0.791681, 5.497787
0.709, 0.000000, 3.147876, 0.791681, 5.497787
0.710, 0.000000, 3.147876, 0.791681, 5.497787
0.711, 0.000000, 3.147876, 0.791681, 5.497787
0.712, 0.000000, 3.147876, 0.797965, 5.491504
0.713, 0.000000, 3.147876, 0.797965, 5.491504
0.714, 0.000000, 3.147876, 0.797965, 5.491504
0.715, 0.000000, 3.147876, 0.797965, 5.491504
0.716, 0.000000, 3.147876, 0.797965, 5.491504
0.717, 0.000000, 3.147876, 0.804248, 5.485221
0.718, 0.000000, 3.147876, 0.804248, 5.485221
0.719, 0.000000, 3.147876, 0.804248, 5.485221
0.720, 0.000000, 3.147876, 0.804248, 5.485221
0.721, 0.000000, 3.147876, 0.810531, 5.478938
0.722, 0.000000, 3.147876, 0.810531, 5.478938
0.723, 0.000000, 3.147876, 0.810531, 5.478938
0.724, 0.000000, 3.147876, 0.810531, 5.478938
0.725, 0.000000, 3.147876, 0.810531, 5.478938
0.726, 0.000000, 3.147876, 0.816814, 5.472654
0.727, 0.000000, 3.147876, 0.816814, 5.472654
0.728, 0.000000, 3.147876, 0.816814, 5.472654
0.729, 0.000000, 3.147876, 0.816814, 5.472654
0.730, 0.000000, 3.147876, 0.816814, 5.472654
0.731, 0.000000, 3.147876, 0.823097, 5.466371
0.732, 0.000000, 3.147876, 0.823097, 5.466371
0.733, 0.000000, 3.147876, 0.823097, 5.466371
0.734, 0.000000, 3.147876, 0.823097, 5.466371
0.735, 0.000000, 3.147876, 0.823097, 5.466371
0.736, 0.000000, 3.147876, 0.829380, 5.460088
0.737, 0.000000, 3.147876, 0.829380, 5.460088
0.738, 0.000000, 3.147876, 0.829380, 5.460088
0.739, 0.000000, 3.147876, 0.829380, 5.460088
0.740, 0.000000, 3.147876, 0.829380, 5.460088
0.741, 0.000000, 3.147876, 0.835664, 5.453805
0.742, 0.000000, 3.147876, 0.835664, 5.453805
0.743, 0.000000, 3.147876, 0.835664, 5.453805
0.744, 0.000000, 3.147876, 0.835664, 5.453805
0.745, 0.000000, 3.147876, 0.835664, 5.453805
0.746, 0.000000, 3.147876, 0.841947, 5.447522
0.747, 0.000000, 3.147876, 0.841947, 5.447522
0.748, 0.000000, 3.147876, 0.841947, 5.447522
0.749, 0.000000, 3.147876, 0.841947, 5.447522
0.750, 0.000000, 3.147876, 0.841947, 5.447522
0.751, 0.000000, 3.147876, 0.848230, 5.441238
0.752, 0.000000, 3.147876, 0.848230, 5.441238
0.753, 0.000000, 3.147876, 0.848230, 5.441238
0.754, 0.000000, 3.147876, 0.848230, 5.441238
0.755, 0.000000, 3.147876, 0.848230, 5.441238
0.756, 0.000000, 3.147876, 0.848230, 5.441238
0.757, 0.000000, 3.147876, 0.854513, 5.434955
0.758, 0.000000, 3.147876, 0.854513, 5.434955
0.759, 0.000000, 3.147876, 0.854513, 5.434955
0.760, 0.000000, 3.147876, 0.854513, 5.434955
0.761, 0.000000, 3.147876, 0.854513, 5.434955
0.762, 0.000000, 3.147876, 0.860796, 5.428672
0.763, 0.000000, 3.147876, 0.860796, 5.428672
0.764, 0.000000, 3.147876, 0.860796, 5.428672
0.765, 0.000000, 3.147876, 0.860796, 5.428672
0.766, 0.000000, 3.147876, 0.860796, 5.428672
0.767, 0.000000, 3.147876, 0.860796, 5.428672
0.768, 0.000000, 3.147876, 0.867080, 5.422389
0.769, 0.000000, 3.147876, 0.867080, 5.422389
0.770, 0.000000, 3.147876, 0.867080, 5.422389
0.771, 0.000000, 3.147876, 0.867080, 5.422389
0.772, 0.000000, 3.147876, 0.867080, 5.422389
0.773, 0.000000, 3.147876, 0.873363, 5.416106
0.774, 0.000000, 3.147876, 0.873363, 5.416106
0.775, 0.000000, 3.147876, 0.873363, 5.416106
0.776, 0.000000, 3.147876, 0.873363, 5.416106
0.777, 0.000000, 3.147876, 0.873363, 5.416106
0.778, 0.000000, 3.147876, 0.873363, 5.416106
0.779, 0.000000, 3.147876, 0.879646, 5.409823
0.780, 0.000000, 3.147876, 0.879646, 5.409823
0.781, 0.000000, 3.147876, 0.879646, 5.409823
0.782, 0.000000, 3.147876, 0.879646, 5.409823
0.783, 0.000000, 3.147876, 0.879646, 5.409823
0.784, 0.000000, 3.147876, 0.879646, 5.409823
0.785, 0.000000, 3.147876, 0.885929, 5.403539
0.786, 0.000000, 3.147876, 0.885929, 5.403539
0.787, 0.000000, 3.147876, 0.885929, 5.403539
0.788, 0.000000, 3.147876, 0.885929, 5.403539
0.789, 0.000000, 3.147876, 0.885929, 5.403539
0.790, 0.000000, 3.147876, 0.885929, 5.403539
0.791, 0.000000, 3.147876, 0.892212, 5.397256
0.792, 0.000000, 3.147876, 0.892212, 5.397256
0.793, 0.000000, 3.147876, 0.892212, 5.397256
0.794, 0.000000, 3.147876, 0.892212, 5.397256
0.795, 0.000000, 3.147876, 0.892212, 5.397256
0.796, 0.000000, 3.147876, 0.892212, 5.397256
0.797, 0.000000, 3.147876, 0.898495, 5.390973
0.798, 0.000000, 3.147876, 0.898495, 5.390973
0.799, 0.000000, 3.147876, 0.898495, 5.390973
0.800, 0.000000, 3.147876, 0.898495, 5.390973
0.801, 0.000000, 3.147876, 0.898495, 5.390973
0.802, 0.000000, 3.147876, 0.898495, 5.390973
0.803, 0.000000, 3.147876, 0.904779, 5.384690
0.804, 0.000000, 3.147876, 0.904779, 5.384690
0.805, 0.000000, 3.147876, 0.904779, 5.384690
0.806, 0.000000, 3.147876, 0.904779, 5.384690
0.807, 0.000000, 3.147876, 0.904779, 5.384690
0.808, 0.000000, 3.147876, 0.904779, 5.384690
0.809, 0.000000, 3.147876, 0.904779, 5.384690
0.810, 0.000000, 3.147876, 0.911062, 5.378407
0.811, 0.000000, 3.147876, 0.911062, 5.378407
0.812, 0.000000, 3.147876, 0.911062, 5.378407
0.813, 0.000000, 3.147876, 0.911062, 5.378407
0.814, 0.000000, 3.147876, 0.911062, 5.378407
0.815, 0.000000, 3.147876, 0.911062, 5.378407
0.816, 0.000000, 3.147876, 0.917345, 5.372123
0.817, 0.000000, 3.147876, 0.917345, 5.372123
0.818, 0.000000, 3.147876, 0.917345, 5.372123
0.819, 0.000000, 3.147876, 0.917345, 5.372123
0.820, 0.000000, 3.147876, 0.917345, 5.372123
0.821, 0.000000, 3.147876, 0.917345, 5.372123
0.822, 0.000000, 3.147876, 0.917345, 5.372123
0.823, 0.000000, 3.147876, 0.923628, 5.365840
0.824, 0.000000, 3.147876, 0.923628, 5.365840
0.825, 0.000000, 3.147876, 0.923628, 5.365840
0.826, 0.000000, 3.147876, 0.923628, 5.365840
0.827, 0.000000, 3.147876, 0.923628, 5.365840
0.828, 0.000000, 3.147876, 0.923628, 5.365840
0.829, 0.000000, 3.147876, 0.923628, 5.365840
0.830, 0.000000, 3.147876, 0.929911, 5.359557
0.831, 0.000000, 3.147876, 0.929911, 5.359557
0.832, 0.000000, 3.147876, 0.929911, 5.359557
0.833, 0.000000, 3.147876, 0.929911, 5.359557
0.834, 0.000000, 3.147876, 0.929911, 5.359557
0.835, 0.000000, 3.147876, 0.929911, 5.359557
0.836, 0.000000, 3.147876, 0.929911, 5.359557
0.837, 0.000000, 3.147876, 0.936195, 5.353274
